,label,tweet_id,date,flag,user,tweet_text
596655,0,2219074403,Wed Jun 17 23:44:27 PDT 2009,NO_QUERY,noodlesthecat,going vet first thing tomorrow morning
706608,0,2256736674,Sat Jun 20 13:13:39 PDT 2009,NO_QUERY,panda148,nice day stay n bed chill get work
223233,0,1977164576,Sat May 30 20:15:54 PDT 2009,NO_QUERY,nzdeany,hair product bought hair cut colour hair smell like boy hair
1158519,4,1979272516,Sun May 31 02:20:20 PDT 2009,NO_QUERY,marsdewd,morning gem well hope x
212722,0,1974809055,Sat May 30 13:53:00 PDT 2009,NO_QUERY,mandy5803,dad went hospital back
1314362,4,2013899731,Tue Jun 02 23:53:28 PDT 2009,NO_QUERY,TeeeMarty,currently line princess time low
440013,0,2066591401,Sun Jun 07 10:48:31 PDT 2009,NO_QUERY,ShayAmour,waiting trey get load
968533,4,1827871040,Sun May 17 11:37:14 PDT 2009,NO_QUERY,v1ntagerose,getting game go
448257,0,2068917865,Sun Jun 07 14:56:20 PDT 2009,NO_QUERY,pealuh,havent met yet went house
979896,4,1833973593,Mon May 18 01:08:42 PDT 2009,NO_QUERY,ITS_MITCH,got
160028,0,1956973690,Thu May 28 23:10:15 PDT 2009,NO_QUERY,catchtheapple,hate cancer hate hate hate
1533943,4,2178620648,Mon Jun 15 07:58:11 PDT 2009,NO_QUERY,joycecherrier,thanks really appreciate think long way go nice meet
272704,0,1990261835,Mon Jun 01 04:22:10 PDT 2009,NO_QUERY,ashleighptaylor,cant contain brain much
1188569,4,1983361800,Sun May 31 13:00:42 PDT 2009,NO_QUERY,tiffanileighh,summer jam cannot
370688,0,2050204682,Fri Jun 05 18:15:15 PDT 2009,NO_QUERY,threexd,bought dress graduation look like damn clown coat collar explorer
364205,0,2048088683,Fri Jun 05 14:38:44 PDT 2009,NO_QUERY,camillecontawe,cried school almost curling hair today
1514170,4,2175446688,Mon Jun 15 01:00:42 PDT 2009,NO_QUERY,wyndwitch,glad went well aloud little rain today
1310397,4,2013289015,Tue Jun 02 22:19:33 PDT 2009,NO_QUERY,Liiiindsaay,look outside sunny day great like always always met everything funny perfect
19446,0,1556852946,Sun Apr 19 00:40:17 PDT 2009,NO_QUERY,joycee_x,feeling hot hate weather
1392404,4,2053407183,Sat Jun 06 04:26:44 PDT 2009,NO_QUERY,Cobbie369,train ness go train tweet see train x
1234573,4,1992418233,Mon Jun 01 08:43:15 PDT 2009,NO_QUERY,shenadee,plan today sit garden whilst
831573,4,1557469121,Sun Apr 19 04:18:17 PDT 2009,NO_QUERY,johnvaughn,yeah get tho post comment anyone see like twitter special
1416199,4,2057368710,Sat Jun 06 12:52:30 PDT 2009,NO_QUERY,msceo8,size sure help size
1143274,4,1977420959,Sat May 30 20:56:47 PDT 2009,NO_QUERY,rebeurka34,finally painting rest room tomorrow
721355,0,2261167813,Sat Jun 20 20:22:04 PDT 2009,NO_QUERY,OCBrian3535,german roommate leaving
1203887,4,1986152883,Sun May 31 18:24:24 PDT 2009,NO_QUERY,jayetoulson,yes go school whole week love swine flu
658890,0,2241798491,Fri Jun 19 11:23:37 PDT 2009,NO_QUERY,zombieinfo,running bit ly
146192,0,1882416143,Fri May 22 06:50:01 PDT 2009,NO_QUERY,Nicole_meow,headed hospital surgery miss today ugh
450695,0,2069563035,Sun Jun 07 16:06:24 PDT 2009,NO_QUERY,fabfatties,feeling little grumpy today really want pepper
1446655,4,2062536745,Sat Jun 06 23:31:17 PDT 2009,NO_QUERY,lainasparetime,lot cool good movie
771397,0,2302347280,Tue Jun 23 16:40:50 PDT 2009,NO_QUERY,Taylor_Nowak,getting ready ice knee hurting pretty bad
1332220,4,2016140741,Wed Jun 03 06:14:40 PDT 2009,NO_QUERY,martinrachele,quite tell happy time tell guess
1124474,4,1974675819,Sat May 30 13:37:05 PDT 2009,NO_QUERY,Ellebella618,good mix feeling much better
145424,0,1882210683,Fri May 22 06:26:55 PDT 2009,NO_QUERY,absalomedia,got bought digital sitting generic
366460,0,2048869655,Fri Jun 05 15:54:43 PDT 2009,NO_QUERY,CarebearJK,cool waffle
618411,0,2227511802,Thu Jun 18 13:17:22 PDT 2009,NO_QUERY,shakeyjake,dinner went well watching peter still really sad split
1003663,4,1880336408,Fri May 22 00:53:03 PDT 2009,NO_QUERY,xangie1984x,day
123798,0,1833979540,Mon May 18 01:10:04 PDT 2009,NO_QUERY,mish_x,fun momo
502692,0,2187614783,Mon Jun 15 20:32:36 PDT 2009,NO_QUERY,CEHE4KA,
942865,4,1794823677,Thu May 14 06:37:54 PDT 2009,NO_QUERY,buffalo_escort,put tweet
27072,0,1559032971,Sun Apr 19 10:04:30 PDT 2009,NO_QUERY,brookslpowell,sun go
437020,0,2065816590,Sun Jun 07 09:20:52 PDT 2009,NO_QUERY,erin83,trying watch service sound
1475746,4,2065960396,Sun Jun 07 09:37:25 PDT 2009,NO_QUERY,HELL0KiTTYx,poor yes amazing like whoa totally
569905,0,2208142211,Wed Jun 17 08:49:57 PDT 2009,NO_QUERY,blinky,find pay get full file cant hand
530741,0,2196043437,Tue Jun 16 11:57:04 PDT 2009,NO_QUERY,Ali4Cali,work day
489737,0,2183094339,Mon Jun 15 14:02:21 PDT 2009,NO_QUERY,SandFibers,book quot tipping quot enough sad
1586631,4,2190833688,Tue Jun 16 03:51:14 PDT 2009,NO_QUERY,MissRaeSin,
593714,0,2218312873,Wed Jun 17 22:15:17 PDT 2009,NO_QUERY,tehezzy,think admitted tree alone chair whatever obvious
847381,4,1564583037,Mon Apr 20 04:08:34 PDT 2009,NO_QUERY,LiveLoveDance13,quot chocolate massage quot next week wonder like hah
38400,0,1573265796,Tue Apr 21 00:24:09 PDT 2009,NO_QUERY,Foxyma2k9,migraine getting better think call night talk yes cell dead
944046,4,1795362583,Thu May 14 07:38:22 PDT 2009,NO_QUERY,Bryna65,everyone hope u slept better
1049441,4,1960390165,Fri May 29 07:53:19 PDT 2009,NO_QUERY,angel_fire84,love accent
195563,0,1970523409,Sat May 30 04:12:29 PDT 2009,NO_QUERY,sophiescouse,trying make feel summery possible stuck today missing football
1110646,4,1972096962,Sat May 30 08:33:12 PDT 2009,NO_QUERY,JRKLOVER,glad back home love enjoy gorgeous day today
499959,0,2186694743,Mon Jun 15 19:12:12 PDT 2009,NO_QUERY,PrettyGurlB,want take wisdom teeth b c growing crooked come might problem
226563,0,1977875748,Sat May 30 21:54:38 PDT 2009,NO_QUERY,IxchelSchool,guess put twitter technical
773054,0,2303066548,Tue Jun 23 17:41:00 PDT 2009,NO_QUERY,PrincessLyssy,ended
99347,0,1793590008,Thu May 14 03:16:24 PDT 2009,NO_QUERY,KimHansford,feeling rather unwell head like going burst information inside
649574,0,2237329064,Fri Jun 19 05:36:38 PDT 2009,NO_QUERY,Yoshimi_S,heading back another fun night ahead
90482,0,1755837969,Sun May 10 10:08:58 PDT 2009,NO_QUERY,jeanninesioco,still going know dont social life summer break feel dead sort
479208,0,2178791043,Mon Jun 15 08:12:34 PDT 2009,NO_QUERY,mel_is_dope,u ask ur party garden dis sense domestic
439426,0,2066439585,Sun Jun 07 10:31:25 PDT 2009,NO_QUERY,anfernie,head
604442,0,2221947026,Thu Jun 18 06:15:32 PDT 2009,NO_QUERY,SailorButterfly,tired heat already even officially summer yet
1208294,4,1988804686,Sun May 31 23:25:27 PDT 2009,NO_QUERY,wita,anyone want know title third chapter poor excuse thank prize know think
1335893,4,2017106841,Wed Jun 03 07:52:15 PDT 2009,NO_QUERY,Chad_DC,hear real catch
692189,0,2252435407,Sat Jun 20 06:15:38 PDT 2009,NO_QUERY,Laura_Crane,know come bit
361937,0,2047148609,Fri Jun 05 13:13:19 PDT 2009,NO_QUERY,bberryspiffy,yes help
1510653,4,2174986275,Sun Jun 14 23:48:00 PDT 2009,NO_QUERY,mrjudkins,working late office listening live rice nice loud
1138883,4,1976880410,Sat May 30 19:24:49 PDT 2009,NO_QUERY,jessicahume,fort worth kind boring sometimes thing come home
100900,0,1794190702,Thu May 14 05:12:03 PDT 2009,NO_QUERY,jessi2006,go sunny coast one
1581310,4,2190172702,Tue Jun 16 01:58:43 PDT 2009,NO_QUERY,toddsoulas,beautiful thing
1059061,4,1963094686,Fri May 29 12:11:39 PDT 2009,NO_QUERY,calicullimore,artist check inspired work
1173173,4,1980721405,Sun May 31 07:30:16 PDT 2009,NO_QUERY,mwclarkson,installation issue recall root folder address locally thought time
1588614,4,2191117336,Tue Jun 16 04:33:40 PDT 2009,NO_QUERY,joykb1124,thinking today good luck first day internship
408968,0,2059531704,Sat Jun 06 17:07:14 PDT 2009,NO_QUERY,t0astbandit,made fail
1062456,4,1964121611,Fri May 29 13:45:23 PDT 2009,NO_QUERY,sarainthecold,see movie
462731,0,2174761764,Sun Jun 14 23:15:21 PDT 2009,NO_QUERY,MiDestini,glad r back normal sad friend leaving n yet kick leaf
970521,4,1828045074,Sun May 17 11:58:45 PDT 2009,NO_QUERY,katieekayy,really mete yesterday wow finally thanks much talking taking
676026,0,2248275195,Fri Jun 19 20:22:11 PDT 2009,NO_QUERY,paige_elise,ugh maybe
338179,0,2014372331,Wed Jun 03 01:18:42 PDT 2009,NO_QUERY,elizabethsacco,hope someone come watch weekend
1263997,4,1999156689,Mon Jun 01 19:44:19 PDT 2009,NO_QUERY,magali03,softball championship woo finally got shirt
840373,4,1559710437,Sun Apr 19 11:51:10 PDT 2009,NO_QUERY,tranced1,stop
1133437,4,1976169575,Sat May 30 16:44:24 PDT 2009,NO_QUERY,BIGMIKEY77,mary showing wide world twitter
651707,0,2237975271,Fri Jun 19 06:38:31 PDT 2009,NO_QUERY,leahnicolef,darn wanting sleep today show er whatever
679140,0,2249153534,Fri Jun 19 21:48:50 PDT 2009,NO_QUERY,renChoo,use
1036777,4,1956404912,Thu May 28 21:48:28 PDT 2009,NO_QUERY,DNDGod,beautiful woman also lean towards
139519,0,1880826577,Fri May 22 02:38:37 PDT 2009,NO_QUERY,dany_k,stuck rain
877509,4,1685006407,Sat May 02 22:44:31 PDT 2009,NO_QUERY,mariapetersen,want win cube still voting daily keep rocking
1107531,4,1971592191,Sat May 30 07:27:15 PDT 2009,NO_QUERY,MrMikeReal,big laker fan real tough u past handle buy jersey
352659,0,2031244544,Thu Jun 04 09:32:28 PDT 2009,NO_QUERY,lydzz92,midday nap well really
1346051,4,2044193352,Fri Jun 05 09:00:19 PDT 2009,NO_QUERY,lucianalatorre,twitter taking exam
582185,0,2214527288,Wed Jun 17 16:52:14 PDT 2009,NO_QUERY,clairemalley,yeah neither wrote back
1595894,4,2192535881,Tue Jun 16 07:10:54 PDT 2009,NO_QUERY,captainjack63,let know need help
1348014,4,2044765221,Fri Jun 05 09:47:38 PDT 2009,NO_QUERY,bigeyedfishie,wait
620952,0,2228594029,Thu Jun 18 14:38:16 PDT 2009,NO_QUERY,DrakeStahr,last night school possible breaking news could coming soon new room mate ville
509717,0,2189476714,Tue Jun 16 00:07:15 PDT 2009,NO_QUERY,SammyJo913,home sleep scary storm
284777,0,1993390409,Mon Jun 01 10:17:59 PDT 2009,NO_QUERY,bigd122192,math cry
609537,0,2223758204,Thu Jun 18 08:40:30 PDT 2009,NO_QUERY,nilouuuu,cleaning locker
986505,4,1834576352,Mon May 18 03:27:42 PDT 2009,NO_QUERY,AbbyT2009,thank x
965751,4,1827634362,Sun May 17 11:07:28 PDT 2009,NO_QUERY,alzubia,got cant believe posted great game though
296194,0,1997058827,Mon Jun 01 16:10:45 PDT 2009,NO_QUERY,chrissysprinkle,delicious dinner green tea
1300454,4,2006628549,Tue Jun 02 11:26:53 PDT 2009,NO_QUERY,Ddpinkprincess,actually
491745,0,2183936425,Mon Jun 15 15:11:20 PDT 2009,NO_QUERY,nkotb2am,maybe contest something feel bad wait going
1061851,4,1963929252,Fri May 29 13:27:53 PDT 2009,NO_QUERY,Meliss5786,lift make happy keep em coming
508561,0,2189195811,Mon Jun 15 23:27:52 PDT 2009,NO_QUERY,heidiala,said article currently sorry
1590745,4,2191451156,Tue Jun 16 05:18:11 PDT 2009,NO_QUERY,Marriiiiia,eating apple walking
8528,0,1470230802,Tue Apr 07 08:44:17 PDT 2009,NO_QUERY,jcoates,want
543025,0,2200633139,Tue Jun 16 19:09:48 PDT 2009,NO_QUERY,PaigeilyJonas,go study
1336050,4,2017132700,Wed Jun 03 07:54:44 PDT 2009,NO_QUERY,DJMKubatovic,good night sweet
287710,0,1994309075,Mon Jun 01 11:44:16 PDT 2009,NO_QUERY,smileylaurenn,feeling well
416367,0,2061290111,Sat Jun 06 20:33:45 PDT 2009,NO_QUERY,insearchofnkotb,dont see u need meet
878766,4,1685305308,Sat May 02 23:50:13 PDT 2009,NO_QUERY,celly08,miss day truth dare good time good time
343531,0,2015481025,Wed Jun 03 04:46:43 PDT 2009,NO_QUERY,Jainee,cut bunny love dont want buy another hutch g enough
537730,0,2198865265,Tue Jun 16 16:40:55 PDT 2009,NO_QUERY,Tforeman63,miss chancy
219212,0,1976339612,Sat May 30 17:06:42 PDT 2009,NO_QUERY,jonasluvrr954,feel bad would sad without demi
1137571,4,1976753866,Sat May 30 18:58:13 PDT 2009,NO_QUERY,BrittyBabe8,wrote another song today think cool simple somewhat classy bit risk love
595743,0,2218844999,Wed Jun 17 23:15:40 PDT 2009,NO_QUERY,AshleyJayneX,got dont feel well
942252,4,1794544395,Thu May 14 06:03:03 PDT 2009,NO_QUERY,msysnextel,hey guy link palm dead
1307963,4,2012575932,Tue Jun 02 20:54:11 PDT 2009,NO_QUERY,Bizcuits,got done
81320,0,1752671782,Sat May 09 22:36:22 PDT 2009,NO_QUERY,Lain_Otaku,idea kindle work
21178,0,1557229163,Sun Apr 19 02:47:22 PDT 2009,NO_QUERY,BeateMacPack311,joe
251759,0,1983561037,Sun May 31 13:23:37 PDT 2009,NO_QUERY,Purplesoul,need hug
578090,0,2212888654,Wed Jun 17 14:39:54 PDT 2009,NO_QUERY,EveJazmin,least favorite part
363115,0,2047673797,Fri Jun 05 14:00:23 PDT 2009,NO_QUERY,whoaviolet,man last day school always oh emotional
149709,0,1883514443,Fri May 22 08:40:21 PDT 2009,NO_QUERY,quesocheez,guess attract
